source_record_id,source_record_exact_bytes_sha256,draft_id,task_id,prompt_family_id,split,source_role,positive_skill_id,positive_skill_name,skill_id,skill_name,skill_category,skill_description,query_text,prompt_text_sha256,status,decision,reviewer,reason
rv2v4-train-task-tool-delegation-04:hard-negative-candidate:mcp-tool-routing,b83caf967c5dbab9dcee79f9a1a5b60fe006474d759b46ca65ea7d7a9e271a7d,rv2v4-train-task-tool-delegation-04,rv2v4-train-task-tool-delegation-04,family-train-task-tool-delegation-04,train,HARD_NEGATIVE_CANDIDATE,task-tool-delegation,Task Tool Delegation,mcp-tool-routing,MCP Tool Routing,claude-code,"Select local MCP tools for files, browser, documents, spreadsheets, or app control based on the requested task.","Coordinate two workers on isolated components, review their outputs, and integrate only findings that match the shared acceptance criteria.",f2a772f1cd46edd5ff365d2acc23f3a2f8cc8360bfc8b62ffd41521d6a32bd27,PENDING_REVIEW,,,
rv2v4-train-test-driven-development-01:positive:test-driven-development,cdecb885608852fd7abd5652a9432c463cfe1ebe125a33b271378c24af5c9884,rv2v4-train-test-driven-development-01,rv2v4-train-test-driven-development-01,family-train-test-driven-development-01,train,POSITIVE,test-driven-development,Test Driven Development,test-driven-development,Test Driven Development,superpowers,"Add or change behavior by confirming a failing test first, then writing the smallest passing implementation.","Add a parser option by writing a focused failing behavior test first, then implement only enough code to make it pass.",3fe2d45abc82a511453ecdc8856fcd2607b35d9d91553c75ceae8d34a25f70e9,PENDING_REVIEW,,,
rv2v4-train-test-driven-development-01:hard-negative-candidate:using-git-worktrees,1fc98238b8e8900fc0987448980ec7a0d84bc451f549aa39ef80fe28b33e29d4,rv2v4-train-test-driven-development-01,rv2v4-train-test-driven-development-01,family-train-test-driven-development-01,train,HARD_NEGATIVE_CANDIDATE,test-driven-development,Test Driven Development,using-git-worktrees,Using Git Worktrees,superpowers,Create or use an isolated worktree for feature work so concurrent edits do not collide.,"Add a parser option by writing a focused failing behavior test first, then implement only enough code to make it pass.",3fe2d45abc82a511453ecdc8856fcd2607b35d9d91553c75ceae8d34a25f70e9,PENDING_REVIEW,,,
rv2v4-train-test-driven-development-02:positive:test-driven-development,af828b051399c9cc28a93ad175120a050c4dc377f93384c76f3c89f610c93ad5,rv2v4-train-test-driven-development-02,rv2v4-train-test-driven-development-02,family-train-test-driven-development-02,train,POSITIVE,test-driven-development,Test Driven Development,test-driven-development,Test Driven Development,superpowers,"Add or change behavior by confirming a failing test first, then writing the smallest passing implementation.",Capture the date parsing defect with a minimal regression test before changing the parser and cleaning up the solution.,fcc5f28a406dfc049531484ed25c494f9038dfc9158d9e8094082b3f65f62b98,PENDING_REVIEW,,,
rv2v4-train-test-driven-development-02:hard-negative-candidate:verification-before-completion,319368ca5cfad37998427a9a694e391780ed4ce0299eb982c43806dba1ab1182,rv2v4-train-test-driven-development-02,rv2v4-train-test-driven-development-02,family-train-test-driven-development-02,train,HARD_NEGATIVE_CANDIDATE,test-driven-development,Test Driven Development,verification-before-completion,Verification Before Completion,superpowers,"Run fresh validation before claiming that work is complete, fixed, clean, or ready.",Capture the date parsing defect with a minimal regression test before changing the parser and cleaning up the solution.,fcc5f28a406dfc049531484ed25c494f9038dfc9158d9e8094082b3f65f62b98,PENDING_REVIEW,,,
rv2v4-train-test-driven-development-03:positive:test-driven-development,fdac1914f4ebe436342fbb769bc8d7ebbe9d9d79a4011d2f28a58dc8b5d8e8f4,rv2v4-train-test-driven-development-03,rv2v4-train-test-driven-development-03,family-train-test-driven-development-03,train,POSITIVE,test-driven-development,Test Driven Development,test-driven-development,Test Driven Development,superpowers,"Add or change behavior by confirming a failing test first, then writing the smallest passing implementation.","Specify the new API validation as a red test, observe the intended failure, and use the smallest production change for green.",77601472884dcb4531132529e0380266560639d2830554031b646e972a92a01b,PENDING_REVIEW,,,
rv2v4-train-test-driven-development-03:hard-negative-candidate:systematic-debugging,02451cfa964923fb5c75cc871962eac88679c1386ad54be70b9f8675230fa6cc,rv2v4-train-test-driven-development-03,rv2v4-train-test-driven-development-03,family-train-test-driven-development-03,train,HARD_NEGATIVE_CANDIDATE,test-driven-development,Test Driven Development,systematic-debugging,Systematic Debugging,superpowers,"Reproduce a bug, isolate the cause, and fix it only after evidence identifies the failure path.","Specify the new API validation as a red test, observe the intended failure, and use the smallest production change for green.",77601472884dcb4531132529e0380266560639d2830554031b646e972a92a01b,PENDING_REVIEW,,,
rv2v4-train-test-driven-development-04:positive:test-driven-development,4ef15c2e3763b2b4b633ab7c8081b4783e3deacb7094c80b769f7a3cea0f6240,rv2v4-train-test-driven-development-04,rv2v4-train-test-driven-development-04,family-train-test-driven-development-04,train,POSITIVE,test-driven-development,Test Driven Development,test-driven-development,Test Driven Development,superpowers,"Add or change behavior by confirming a failing test first, then writing the smallest passing implementation.","Define the cache expiration behavior in tests before editing implementation details, then refactor only after the suite passes.",fa9c07916de77ad757acab39b2f7e76c2f532485bc14d71657553cd4e48896a7,PENDING_REVIEW,,,
rv2v4-train-test-driven-development-04:hard-negative-candidate:using-git-worktrees,db89c641b842719a6c62a6052724a944b0c8f4e1629a435239dc0527978089f6,rv2v4-train-test-driven-development-04,rv2v4-train-test-driven-development-04,family-train-test-driven-development-04,train,HARD_NEGATIVE_CANDIDATE,test-driven-development,Test Driven Development,using-git-worktrees,Using Git Worktrees,superpowers,Create or use an isolated worktree for feature work so concurrent edits do not collide.,"Define the cache expiration behavior in tests before editing implementation details, then refactor only after the suite passes.",fa9c07916de77ad757acab39b2f7e76c2f532485bc14d71657553cd4e48896a7,PENDING_REVIEW,,,
rv2v4-train-using-git-worktrees-01:positive:using-git-worktrees,207798524df65c988986dca49dccb0a270f706ce1c57cb8ab096b74359c8efae,rv2v4-train-using-git-worktrees-01,rv2v4-train-using-git-worktrees-01,family-train-using-git-worktrees-01,train,POSITIVE,using-git-worktrees,Using Git Worktrees,using-git-worktrees,Using Git Worktrees,superpowers,Create or use an isolated worktree for feature work so concurrent edits do not collide.,Create an isolated worktree for a concurrent feature so its branch and filesystem changes cannot collide with active work.,ba1812e915da4d3ef73cffc0bb4e633bdf9df79c57808c3a4152d7a915e7a5b7,PENDING_REVIEW,,,
rv2v4-train-using-git-worktrees-01:hard-negative-candidate:verification-before-completion,909f39eec42f393cfbb92a06f07eaff0160d5448ee2294977ca71e3002f35b8b,rv2v4-train-using-git-worktrees-01,rv2v4-train-using-git-worktrees-01,family-train-using-git-worktrees-01,train,HARD_NEGATIVE_CANDIDATE,using-git-worktrees,Using Git Worktrees,verification-before-completion,Verification Before Completion,superpowers,"Run fresh validation before claiming that work is complete, fixed, clean, or ready.",Create an isolated worktree for a concurrent feature so its branch and filesystem changes cannot collide with active work.,ba1812e915da4d3ef73cffc0bb4e633bdf9df79c57808c3a4152d7a915e7a5b7,PENDING_REVIEW,,,
rv2v4-train-using-git-worktrees-02:positive:using-git-worktrees,314fb67e0625363501533f7c8ad3ac8b63266ffbbce09ab7c73668c53d83448c,rv2v4-train-using-git-worktrees-02,rv2v4-train-using-git-worktrees-02,family-train-using-git-worktrees-02,train,POSITIVE,using-git-worktrees,Using Git Worktrees,using-git-worktrees,Using Git Worktrees,superpowers,Create or use an isolated worktree for feature work so concurrent edits do not collide.,Move the risky refactor into a separate worktree based on the required commit and verify the directory starts clean.,ec89775d2b9ebe3cc8821fdc841a324e4623f3a4b9205d6e1c690eb36e2035eb,PENDING_REVIEW,,,
rv2v4-train-using-git-worktrees-02:hard-negative-candidate:systematic-debugging,453b31d6c269459eabfee8507a886a3a1124a14d61eaf33f7c377fd3d6f6ddfc,rv2v4-train-using-git-worktrees-02,rv2v4-train-using-git-worktrees-02,family-train-using-git-worktrees-02,train,HARD_NEGATIVE_CANDIDATE,using-git-worktrees,Using Git Worktrees,systematic-debugging,Systematic Debugging,superpowers,"Reproduce a bug, isolate the cause, and fix it only after evidence identifies the failure path.",Move the risky refactor into a separate worktree based on the required commit and verify the directory starts clean.,ec89775d2b9ebe3cc8821fdc841a324e4623f3a4b9205d6e1c690eb36e2035eb,PENDING_REVIEW,,,
rv2v4-train-using-git-worktrees-03:positive:using-git-worktrees,326cdabbd99a5d8a7185f65929fe989dbae4cecff10fd9ca91536062a71024f0,rv2v4-train-using-git-worktrees-03,rv2v4-train-using-git-worktrees-03,family-train-using-git-worktrees-03,train,POSITIVE,using-git-worktrees,Using Git Worktrees,using-git-worktrees,Using Git Worktrees,superpowers,Create or use an isolated worktree for feature work so concurrent edits do not collide.,"Prepare a fresh worktree from the target branch, confirm its baseline identity, and keep the original checkout untouched.",2dbe2dc24a59bb29fbe67e67cb7cc94d3cb8188d9008307d5e93c0f983c7b95f,PENDING_REVIEW,,,
rv2v4-train-using-git-worktrees-03:hard-negative-candidate:test-driven-development,c08146eb8d9d1f483d4037c0d2eb4ad7a30b8448e58b5ca7dc32bcbd82b88407,rv2v4-train-using-git-worktrees-03,rv2v4-train-using-git-worktrees-03,family-train-using-git-worktrees-03,train,HARD_NEGATIVE_CANDIDATE,using-git-worktrees,Using Git Worktrees,test-driven-development,Test Driven Development,superpowers,"Add or change behavior by confirming a failing test first, then writing the smallest passing implementation.","Prepare a fresh worktree from the target branch, confirm its baseline identity, and keep the original checkout untouched.",2dbe2dc24a59bb29fbe67e67cb7cc94d3cb8188d9008307d5e93c0f983c7b95f,PENDING_REVIEW,,,
rv2v4-train-using-git-worktrees-04:positive:using-git-worktrees,5e41f7534e2c814ba629dcaf44cd8e17e74192c22f89216ff4a99c1028a0cd19,rv2v4-train-using-git-worktrees-04,rv2v4-train-using-git-worktrees-04,family-train-using-git-worktrees-04,train,POSITIVE,using-git-worktrees,Using Git Worktrees,using-git-worktrees,Using Git Worktrees,superpowers,Create or use an isolated worktree for feature work so concurrent edits do not collide.,Separate parallel fixes into distinct worktree directories and record which branch owns each isolated set of edits.,d539edbc8d93462a111a09d15a112d93b420aaf731e3d8fced90abad210dc56e,PENDING_REVIEW,,,
rv2v4-train-using-git-worktrees-04:hard-negative-candidate:verification-before-completion,534cfb6acbd855750f2cd61b82f1abbcdc384e2c5caccd4d89f38043d03d6949,rv2v4-train-using-git-worktrees-04,rv2v4-train-using-git-worktrees-04,family-train-using-git-worktrees-04,train,HARD_NEGATIVE_CANDIDATE,using-git-worktrees,Using Git Worktrees,verification-before-completion,Verification Before Completion,superpowers,"Run fresh validation before claiming that work is complete, fixed, clean, or ready.",Separate parallel fixes into distinct worktree directories and record which branch owns each isolated set of edits.,d539edbc8d93462a111a09d15a112d93b420aaf731e3d8fced90abad210dc56e,PENDING_REVIEW,,,
rv2v4-train-verification-before-completion-01:positive:verification-before-completion,949b662a5c97104a0beeaae7f229ef5cf942256d40576ced9f46a4efcdd3ac43,rv2v4-train-verification-before-completion-01,rv2v4-train-verification-before-completion-01,family-train-verification-before-completion-01,train,POSITIVE,verification-before-completion,Verification Before Completion,verification-before-completion,Verification Before Completion,superpowers,"Run fresh validation before claiming that work is complete, fixed, clean, or ready.","Before saying the defect is fixed, rerun the focused reproduction and relevant regression tests with fresh output.",4805cd2251d3c7d52d8c43636e9e9700050f65fb8d83d28577ca7ef86a9454b6,PENDING_REVIEW,,,
rv2v4-train-verification-before-completion-01:hard-negative-candidate:systematic-debugging,1a2fce6e4f850c1e385eb8381bcdacda4d2aade7e308c06648a3f7c6ce2bcbb8,rv2v4-train-verification-before-completion-01,rv2v4-train-verification-before-completion-01,family-train-verification-before-completion-01,train,HARD_NEGATIVE_CANDIDATE,verification-before-completion,Verification Before Completion,systematic-debugging,Systematic Debugging,superpowers,"Reproduce a bug, isolate the cause, and fix it only after evidence identifies the failure path.","Before saying the defect is fixed, rerun the focused reproduction and relevant regression tests with fresh output.",4805cd2251d3c7d52d8c43636e9e9700050f65fb8d83d28577ca7ef86a9454b6,PENDING_REVIEW,,,
rv2v4-train-verification-before-completion-02:positive:verification-before-completion,df6d9d6d7325ee233606170c26e06cefcf340e5d590d7d6828fadfc163f95d84,rv2v4-train-verification-before-completion-02,rv2v4-train-verification-before-completion-02,family-train-verification-before-completion-02,train,POSITIVE,verification-before-completion,Verification Before Completion,verification-before-completion,Verification Before Completion,superpowers,"Run fresh validation before claiming that work is complete, fixed, clean, or ready.","Perform a fresh full test, lint, and type-check pass before declaring the branch ready for review or integration.",7eedf99e60528a5f7a15be2e0f183253215070b130f2ef0ccedcdca037726e29,PENDING_REVIEW,,,
rv2v4-train-verification-before-completion-02:hard-negative-candidate:test-driven-development,e92b816d3022f954fce10ee0039db38c07fa6b4b428b2ba245921beadbf0f9dd,rv2v4-train-verification-before-completion-02,rv2v4-train-verification-before-completion-02,family-train-verification-before-completion-02,train,HARD_NEGATIVE_CANDIDATE,verification-before-completion,Verification Before Completion,test-driven-development,Test Driven Development,superpowers,"Add or change behavior by confirming a failing test first, then writing the smallest passing implementation.","Perform a fresh full test, lint, and type-check pass before declaring the branch ready for review or integration.",7eedf99e60528a5f7a15be2e0f183253215070b130f2ef0ccedcdca037726e29,PENDING_REVIEW,,,
rv2v4-train-verification-before-completion-03:positive:verification-before-completion,a80e4c944bf5498f668ecfb879a7d8a911dc59e40885a99cf7d04ac4156878d7,rv2v4-train-verification-before-completion-03,rv2v4-train-verification-before-completion-03,family-train-verification-before-completion-03,train,POSITIVE,verification-before-completion,Verification Before Completion,verification-before-completion,Verification Before Completion,superpowers,"Run fresh validation before claiming that work is complete, fixed, clean, or ready.",Confirm repository status and generated-file cleanliness immediately before claiming the build is complete and clean.,a82fb5185404c724d419e7273370d6d4c77d4f7f7f871ecc9580d6a09f184433,PENDING_REVIEW,,,
rv2v4-train-verification-before-completion-03:hard-negative-candidate:using-git-worktrees,cbcd1dd90144be822c6849cb36890092615129526135fa71ba0114a3bac7f5e1,rv2v4-train-verification-before-completion-03,rv2v4-train-verification-before-completion-03,family-train-verification-before-completion-03,train,HARD_NEGATIVE_CANDIDATE,verification-before-completion,Verification Before Completion,using-git-worktrees,Using Git Worktrees,superpowers,Create or use an isolated worktree for feature work so concurrent edits do not collide.,Confirm repository status and generated-file cleanliness immediately before claiming the build is complete and clean.,a82fb5185404c724d419e7273370d6d4c77d4f7f7f871ecc9580d6a09f184433,PENDING_REVIEW,,,
rv2v4-train-verification-before-completion-04:positive:verification-before-completion,000200a6f0fc1ed4468e9a67dd93a327ff41b31ef00a7980c3bc31fd8d62b674,rv2v4-train-verification-before-completion-04,rv2v4-train-verification-before-completion-04,family-train-verification-before-completion-04,train,POSITIVE,verification-before-completion,Verification Before Completion,verification-before-completion,Verification Before Completion,superpowers,"Run fresh validation before claiming that work is complete, fixed, clean, or ready.","Recompute the artifact hash and row counts from disk, then compare them with the manifest before reporting success.",dfd3e87c2f899821ff72cdc674b824e08d8bdaf3757b85cf833da9bf42ffbfcb,PENDING_REVIEW,,,
rv2v4-train-verification-before-completion-04:hard-negative-candidate:systematic-debugging,cc42ed48fb5e720c0112a9cd9c06e7365ca6710615cf38973ced1e1c60469780,rv2v4-train-verification-before-completion-04,rv2v4-train-verification-before-completion-04,family-train-verification-before-completion-04,train,HARD_NEGATIVE_CANDIDATE,verification-before-completion,Verification Before Completion,systematic-debugging,Systematic Debugging,superpowers,"Reproduce a bug, isolate the cause, and fix it only after evidence identifies the failure path.","Recompute the artifact hash and row counts from disk, then compare them with the manifest before reporting success.",dfd3e87c2f899821ff72cdc674b824e08d8bdaf3757b85cf833da9bf42ffbfcb,PENDING_REVIEW,,,
rv2v4-train-visual-regression-review-01:positive:visual-regression-review,e8ed0061f8109f322ec9fed1603094816eab30db11b9ee19d229c0f34e6d4664,rv2v4-train-visual-regression-review-01,rv2v4-train-visual-regression-review-01,family-train-visual-regression-review-01,train,POSITIVE,visual-regression-review,Visual Regression Review,visual-regression-review,Visual Regression Review,browser-gui,"Compare browser-rendered UI state against expected layout, content, and responsive behavior.","Compare desktop and mobile renders of the pricing page for alignment shifts, clipped copy, and unexpected horizontal overflow.",9717a3e2ce32728b2903a0af7a142bd2a403fb7972dc5eac4b193d8c37acf4e5,PENDING_REVIEW,,,
rv2v4-train-visual-regression-review-01:hard-negative-candidate:accessibility-tree-inspection,48ee069f684a020993d4a8f561e88e0d7782fc6efc1c79e787db4c906e0612ac,rv2v4-train-visual-regression-review-01,rv2v4-train-visual-regression-review-01,family-train-visual-regression-review-01,train,HARD_NEGATIVE_CANDIDATE,visual-regression-review,Visual Regression Review,accessibility-tree-inspection,Accessibility Tree Inspection,browser-gui,"Inspect accessible names, roles, and tree structure to drive or audit browser UI behavior.","Compare desktop and mobile renders of the pricing page for alignment shifts, clipped copy, and unexpected horizontal overflow.",9717a3e2ce32728b2903a0af7a142bd2a403fb7972dc5eac4b193d8c37acf4e5,PENDING_REVIEW,,,
rv2v4-train-visual-regression-review-02:positive:visual-regression-review,25a3dcc04128121a834877b341ace207a8b4657045d176b79de66e2c57f0632b,rv2v4-train-visual-regression-review-02,rv2v4-train-visual-regression-review-02,family-train-visual-regression-review-02,train,POSITIVE,visual-regression-review,Visual Regression Review,visual-regression-review,Visual Regression Review,browser-gui,"Compare browser-rendered UI state against expected layout, content, and responsive behavior.","Review the confirmation modal against its reference image, focusing on spacing, typography, stacking order, and backdrop opacity.",900e385e4a8b34a3be9af26c763bbce9076142a059012bd41f260e98c72a6821,PENDING_REVIEW,,,
rv2v4-train-visual-regression-review-02:hard-negative-candidate:browser-smoke-testing,61f4d37592bf5d811b1b57bfe555e1ba95812a69983e9b63b1dda95b3552ea99,rv2v4-train-visual-regression-review-02,rv2v4-train-visual-regression-review-02,family-train-visual-regression-review-02,train,HARD_NEGATIVE_CANDIDATE,visual-regression-review,Visual Regression Review,browser-smoke-testing,Browser Smoke Testing,browser-gui,Open a local web target and verify that the main page renders and core controls respond.,"Review the confirmation modal against its reference image, focusing on spacing, typography, stacking order, and backdrop opacity.",900e385e4a8b34a3be9af26c763bbce9076142a059012bd41f260e98c72a6821,PENDING_REVIEW,,,
rv2v4-train-visual-regression-review-03:positive:visual-regression-review,be96cecb19c3b950b89ac024d71fe0ec9055d3dc5e43f4b99e48c38507993811,rv2v4-train-visual-regression-review-03,rv2v4-train-visual-regression-review-03,family-train-visual-regression-review-03,train,POSITIVE,visual-regression-review,Visual Regression Review,visual-regression-review,Visual Regression Review,browser-gui,"Compare browser-rendered UI state against expected layout, content, and responsive behavior.",Inspect visual diffs for the data table at three breakpoints and flag column wrapping or control overlap introduced by the change.,34fed18674403767afc9a22ea59a1173fb23e32c2f3d5a88c45710e995c71552,PENDING_REVIEW,,,
rv2v4-train-visual-regression-review-03:hard-negative-candidate:form-interaction-flow,b0d339147dba55ab1c5cad9a26bbd690151a3c28589b69e6d6f1844497d84d25,rv2v4-train-visual-regression-review-03,rv2v4-train-visual-regression-review-03,family-train-visual-regression-review-03,train,HARD_NEGATIVE_CANDIDATE,visual-regression-review,Visual Regression Review,form-interaction-flow,Form Interaction Flow,browser-gui,Drive browser forms and controls through realistic user interactions.,Inspect visual diffs for the data table at three breakpoints and flag column wrapping or control overlap introduced by the change.,34fed18674403767afc9a22ea59a1173fb23e32c2f3d5a88c45710e995c71552,PENDING_REVIEW,,,
rv2v4-train-visual-regression-review-04:positive:visual-regression-review,c709acacfd0c529a25167bfb80bc12e3c6cea835ae468da5a207ee4bf51dcc70,rv2v4-train-visual-regression-review-04,rv2v4-train-visual-regression-review-04,family-train-visual-regression-review-04,train,POSITIVE,visual-regression-review,Visual Regression Review,visual-regression-review,Visual Regression Review,browser-gui,"Compare browser-rendered UI state against expected layout, content, and responsive behavior.","Check the header after the CSS update for pixel shifts, logo distortion, navigation wrapping, and inconsistent vertical rhythm.",78141f7cce77a77def27b34b25970534d5370415835537bbfac39cc9c287029f,PENDING_REVIEW,,,
rv2v4-train-visual-regression-review-04:hard-negative-candidate:accessibility-tree-inspection,439e488963ace62adb42bdacc25046c4ce11f6bf98859472e638b468ac6a1f34,rv2v4-train-visual-regression-review-04,rv2v4-train-visual-regression-review-04,family-train-visual-regression-review-04,train,HARD_NEGATIVE_CANDIDATE,visual-regression-review,Visual Regression Review,accessibility-tree-inspection,Accessibility Tree Inspection,browser-gui,"Inspect accessible names, roles, and tree structure to drive or audit browser UI behavior.","Check the header after the CSS update for pixel shifts, logo distortion, navigation wrapping, and inconsistent vertical rhythm.",78141f7cce77a77def27b34b25970534d5370415835537bbfac39cc9c287029f,PENDING_REVIEW,,,
rv2v4-train-workspace-git-hygiene-01:positive:workspace-git-hygiene,9c38aa63e55e6f93dd29feb2f909bb957c5e5627670ec194d63d89329a3486fd,rv2v4-train-workspace-git-hygiene-01,rv2v4-train-workspace-git-hygiene-01,family-train-workspace-git-hygiene-01,train,POSITIVE,workspace-git-hygiene,Workspace Git Hygiene,workspace-git-hygiene,Workspace Git Hygiene,codex,"Inspect branch and status, protect user edits, and avoid destructive git commands.","Inspect the dirty worktree before starting, identify user-owned changes, and preserve them while scoping the requested edit.",ab77a6c75e7e359400719f49a85683f336a5a56ad1bd7aaa6da774e9c063d483,PENDING_REVIEW,,,
rv2v4-train-workspace-git-hygiene-01:hard-negative-candidate:apply-patch-discipline,0f16ef7d4b48136dec036f56671f593464eccb6e648d0470ab916d0cad3002c8,rv2v4-train-workspace-git-hygiene-01,rv2v4-train-workspace-git-hygiene-01,family-train-workspace-git-hygiene-01,train,HARD_NEGATIVE_CANDIDATE,workspace-git-hygiene,Workspace Git Hygiene,apply-patch-discipline,Apply Patch Discipline,codex,"Make small, reviewable file edits with patch-style changes and avoid unrelated rewrites.","Inspect the dirty worktree before starting, identify user-owned changes, and preserve them while scoping the requested edit.",ab77a6c75e7e359400719f49a85683f336a5a56ad1bd7aaa6da774e9c063d483,PENDING_REVIEW,,,
rv2v4-train-workspace-git-hygiene-02:positive:workspace-git-hygiene,872b40812387dc488f885a01f3a6a23c303719364b75901ab77ca9f7f7a0f6ec,rv2v4-train-workspace-git-hygiene-02,rv2v4-train-workspace-git-hygiene-02,family-train-workspace-git-hygiene-02,train,POSITIVE,workspace-git-hygiene,Workspace Git Hygiene,workspace-git-hygiene,Workspace Git Hygiene,codex,"Inspect branch and status, protect user edits, and avoid destructive git commands.","Confirm the current branch, upstream, and base commit before work so changes do not land on the wrong repository line.",5fbb364c23b09c9b1432468f1067f22985bb7dab632c60db6d294941167bc922,PENDING_REVIEW,,,
rv2v4-train-workspace-git-hygiene-02:hard-negative-candidate:evidence-backed-final,ea13630547cb105d14353ac7402254cbcde762a42656b36a46b2d2d2c9d7d502,rv2v4-train-workspace-git-hygiene-02,rv2v4-train-workspace-git-hygiene-02,family-train-workspace-git-hygiene-02,train,HARD_NEGATIVE_CANDIDATE,workspace-git-hygiene,Workspace Git Hygiene,evidence-backed-final,Evidence Backed Final Response,codex,"Summarize completed engineering work with changed files, exact validation, and known risks.","Confirm the current branch, upstream, and base commit before work so changes do not land on the wrong repository line.",5fbb364c23b09c9b1432468f1067f22985bb7dab632c60db6d294941167bc922,PENDING_REVIEW,,,
rv2v4-train-workspace-git-hygiene-03:positive:workspace-git-hygiene,0e4cc0fbdc2433914eed9036245f21f18b998ca7ce644b2319f1f9db675828ab,rv2v4-train-workspace-git-hygiene-03,rv2v4-train-workspace-git-hygiene-03,family-train-workspace-git-hygiene-03,train,POSITIVE,workspace-git-hygiene,Workspace Git Hygiene,workspace-git-hygiene,Workspace Git Hygiene,codex,"Inspect branch and status, protect user edits, and avoid destructive git commands.",Recover from a failed experiment without resetting or checking out over unrelated local files that belong to the user.,37ee897b3fe6def86e5dda2f245a9ace51083cebc49a494d188f3e3c16b9139a,PENDING_REVIEW,,,
rv2v4-train-workspace-git-hygiene-03:hard-negative-candidate:subagent-worker-protocol,5c9562012533536a8a31f5db2af65fcaa7b4be9c357f4b7fd01a54e2d914650a,rv2v4-train-workspace-git-hygiene-03,rv2v4-train-workspace-git-hygiene-03,family-train-workspace-git-hygiene-03,train,HARD_NEGATIVE_CANDIDATE,workspace-git-hygiene,Workspace Git Hygiene,subagent-worker-protocol,Subagent Worker Protocol,codex,"Execute an assigned implementation task as a Worker with scoped edits, validation, and handoff notes.",Recover from a failed experiment without resetting or checking out over unrelated local files that belong to the user.,37ee897b3fe6def86e5dda2f245a9ace51083cebc49a494d188f3e3c16b9139a,PENDING_REVIEW,,,
rv2v4-train-workspace-git-hygiene-04:positive:workspace-git-hygiene,9d068b3be7784aacddf300588dfc2926c5a89aae039cccad6c4720e8498c22b7,rv2v4-train-workspace-git-hygiene-04,rv2v4-train-workspace-git-hygiene-04,family-train-workspace-git-hygiene-04,train,POSITIVE,workspace-git-hygiene,Workspace Git Hygiene,workspace-git-hygiene,Workspace Git Hygiene,codex,"Inspect branch and status, protect user edits, and avoid destructive git commands.","Compare status and diff against the approved allowlist, then flag any cache, generated file, or unexpected path before handoff.",a957d0a3c065a7bcc0e490b33390b1e7cc81854208fe2284d06505e06a836819,PENDING_REVIEW,,,
rv2v4-train-workspace-git-hygiene-04:hard-negative-candidate:apply-patch-discipline,e406e1f4936117ba75d4bc27b012a7646109216028a2c1f38003e183a6d978b9,rv2v4-train-workspace-git-hygiene-04,rv2v4-train-workspace-git-hygiene-04,family-train-workspace-git-hygiene-04,train,HARD_NEGATIVE_CANDIDATE,workspace-git-hygiene,Workspace Git Hygiene,apply-patch-discipline,Apply Patch Discipline,codex,"Make small, reviewable file edits with patch-style changes and avoid unrelated rewrites.","Compare status and diff against the approved allowlist, then flag any cache, generated file, or unexpected path before handoff.",a957d0a3c065a7bcc0e490b33390b1e7cc81854208fe2284d06505e06a836819,PENDING_REVIEW,,,
rv2v4-calibration-accessibility-tree-inspection-01:positive:accessibility-tree-inspection,ec327911f4f7ab84713d5342f60061208d4270c55a8442b6f9373df816a2392d,rv2v4-calibration-accessibility-tree-inspection-01,rv2v4-calibration-accessibility-tree-inspection-01,family-calibration-accessibility-tree-inspection-01,calibration,POSITIVE,accessibility-tree-inspection,Accessibility Tree Inspection,accessibility-tree-inspection,Accessibility Tree Inspection,browser-gui,"Inspect accessible names, roles, and tree structure to drive or audit browser UI behavior.","Examine the dialog accessibility tree to verify its label, modal role, focusable descendants, and close button name.",dc88083870c6daf01b5fbe05a86728eab29eb3b58d7ad931cde6e9b121b2dcbc,PENDING_REVIEW,,,
rv2v4-calibration-apply-patch-discipline-01:positive:apply-patch-discipline,f364a93991ec01486b62ee57591a059b6dce198159fb318df3059b5ac06833a4,rv2v4-calibration-apply-patch-discipline-01,rv2v4-calibration-apply-patch-discipline-01,family-calibration-apply-patch-discipline-01,calibration,POSITIVE,apply-patch-discipline,Apply Patch Discipline,apply-patch-discipline,Apply Patch Discipline,codex,"Make small, reviewable file edits with patch-style changes and avoid unrelated rewrites.",Correct the misspelled environment key with a narrow patch that leaves unrelated formatting and comments unchanged.,54c18dc81451ebf899d62263f881d8cc40068fc235347ac31a81b543d384570b,PENDING_REVIEW,,,
rv2v4-calibration-browser-smoke-testing-01:positive:browser-smoke-testing,18c4c2081a5bcd3053af5f416e623bb28fbad21a4f81f3886fd244d45cf218fc,rv2v4-calibration-browser-smoke-testing-01,rv2v4-calibration-browser-smoke-testing-01,family-calibration-browser-smoke-testing-01,calibration,POSITIVE,browser-smoke-testing,Browser Smoke Testing,browser-smoke-testing,Browser Smoke Testing,browser-gui,Open a local web target and verify that the main page renders and core controls respond.,"Open the local storefront and quickly verify that the home page renders and its menu, search field, and cart link respond.",5301f733b3ce7559a92de86ff647ce96b1ee4eb0b5fcc1cde20cdee21764c413,PENDING_REVIEW,,,
